city,state,category,NumberOfRestaurants
Scottsdale,AZ,Pakistani,3
Scottsdale,AZ,Peruvian,2
Scottsdale,AZ,Thai,27
Scottsdale,AZ,Turkish,2
Scottsdale,AZ,Vietnamese,10
"Seven Hills",OH,"American (New)",2
"Seven Hills",OH,"American (Traditional)",2
"Seven Hills",OH,Italian,2
"Seven Hills",OH,Korean,1
"Seven Hills",OH,Mexican,1
Sewickley,PA,"American (New)",10
Sewickley,PA,"American (Traditional)",9
Sewickley,PA,Chinese,1
Sewickley,PA,French,3
Sewickley,PA,Greek,1
Sewickley,PA,Italian,6
"Shaker Heights",OH,"American (New)",3
"Shaker Heights",OH,"American (Traditional)",2
"Shaker Heights",OH,Chinese,5
"Shaker Heights",OH,Italian,1
"Shaker Heights",OH,Japanese,1
"Shaker Heights",OH,Mexican,2
"Shaker Heights",OH,"Middle Eastern",1
"Shaler Township",PA,"American (Traditional)",1
"Shaler Township",PA,Chinese,1
"Shaler Township",PA,Thai,1
Sharpsburg,PA,Italian,2
Sheffield,OH,"American (Traditional)",1
"Sheffield Lake",OH,Chinese,2
"Sheffield Lake",OH,Japanese,1
"Sheffield Village",OH,"American (Traditional)",2
"Sheffield Village",OH,Italian,1
"Sheffield Village",OH,Mexican,1
"Shorewood Hills",WI,Mexican,1
Sindelfingen,BW,"American (Traditional)",3
Sindelfingen,BW,Chinese,3
Sindelfingen,BW,Greek,5
Sindelfingen,BW,Indian,1
Sindelfingen,BW,Italian,14
Sindelfingen,BW,Japanese,1
Sindelfingen,BW,Mexican,2
Sindelfingen,BW,Thai,2
Sindelfingen,BW,Turkish,3
Sindelfingen,BW,Vietnamese,1
Sindelfingen/Eichholz,BW,Italian,1
Solon,OH,"American (New)",14
Solon,OH,"American (Traditional)",15
Solon,OH,Chinese,3
Solon,OH,Italian,7
Solon,OH,Japanese,4
Solon,OH,Malaysian,1
Solon,OH,Mexican,5
Solon,OH,"Middle Eastern",1
Solon,OH,Thai,1
"South Amherst",OH,"American (Traditional)",1
"South Euclid",OH,"American (New)",2
"South Euclid",OH,"American (Traditional)",3
"South Euclid",OH,Chinese,3
"South Euclid",OH,Italian,1
"South Euclid",OH,Japanese,2
"South Euclid",OH,Mexican,2
"South Gyle",EDH,"American (New)",1
"South Las Vegas",NV,"American (New)",1
"South Las Vegas",NV,"American (Traditional)",1
"South Las Vegas",NV,Korean,1
"South Park",PA,"American (New)",1
"South Park",PA,"American (Traditional)",1
"South Park",PA,Chinese,2
"South Park",PA,Italian,1
"South Park Township",PA,"American (Traditional)",1
"South Queensferry",EDH,"American (Traditional)",1
"South Queensferry",EDH,Indian,1
"South Queensferry",EDH,Italian,1
"South Queensferry",EDH,Pakistani,1
"Spring Valley",NV,Korean,3
Springbrook,ON,"Canadian (New)",1
Springdale,PA,"American (Traditional)",1
Springdale,PA,Chinese,1
Springdale,PA,Italian,1
Springfield,WI,"American (Traditional)",1
"Squirrel Hill",PA,"Middle Eastern",1
"St Joseph",IL,"American (New)",1
"St-Benoît de Mirabel",QC,"Canadian (New)",1
"St-Benoît de Mirabel",QC,French,1
St-Bruno-de-Montarville,QC,Korean,1
St-Jean-sur-Richelieu,QC,"Middle Eastern",1
St-Leonard,QC,Japanese,1
Stallings,NC,"American (New)",1
Stallings,NC,Chinese,1
Stallings,NC,Italian,2
Stallings,NC,Mexican,1
Stanley,NC,"American (New)",1
Stanley,NC,"American (Traditional)",4
Stanley,NC,Chinese,2
Stockbridge,EDH,Italian,1
Stockbridge,EDH,"Middle Eastern",1
Stockbridge,EDH,Thai,1
"Stoney Creek",NC,Japanese,1
Stouffville,ON,"American (Traditional)",3
Stouffville,ON,"Canadian (New)",3
Stouffville,ON,Chinese,3
Stouffville,ON,French,3
Stouffville,ON,Greek,1
Stouffville,ON,Indian,1
Stouffville,ON,Italian,2
Stouffville,ON,Japanese,1
Stouffville,ON,Thai,1
Stouffville,ON,Vietnamese,1
Stoughton,WI,"American (New)",4
Stoughton,WI,"American (Traditional)",11
Stoughton,WI,Chinese,2
Stoughton,WI,Italian,3
Stoughton,WI,Mexican,4
Stow,OH,"American (New)",4
Stow,OH,"American (Traditional)",15
Stow,OH,Chinese,7
Stow,OH,Greek,2
Stow,OH,Italian,5
Stow,OH,Japanese,1
Stow,OH,Mexican,7
Stow,OH,Thai,2
Stowe,PA,"American (Traditional)",1
Stowe,PA,Chinese,1
Streetsboro,OH,"American (New)",6
Streetsboro,OH,"American (Traditional)",11
Streetsboro,OH,Cantonese,1
Streetsboro,OH,Chinese,4
Streetsboro,OH,Greek,1
Streetsboro,OH,Italian,3
Streetsboro,OH,Japanese,1
Streetsboro,OH,Mexican,4
Streetsboro,OH,Thai,1
Streetsville,ON,"American (Traditional)",1
Strongsville,OH,"American (New)",16
Strongsville,OH,"American (Traditional)",23
Strongsville,OH,Cajun/Creole,1
Strongsville,OH,Chinese,6
Strongsville,OH,Indian,2
Strongsville,OH,Italian,9
Strongsville,OH,Japanese,9
Strongsville,OH,Mexican,5
Strongsville,OH,"Middle Eastern",2
Strongsville,OH,Pakistani,1
Strongsville,OH,Thai,3
Strongsville,OH,Vietnamese,1
Stuttgart,BW,"American (New)",1
Stuttgart,BW,"American (Traditional)",19
Stuttgart,BW,Chinese,45
Stuttgart,BW,Ethiopian,3
Stuttgart,BW,French,20
Stuttgart,BW,Greek,37
Stuttgart,BW,Halal,1
Stuttgart,BW,Indian,14
Stuttgart,BW,Indonesian,1
Stuttgart,BW,Italian,187
Stuttgart,BW,Japanese,23
Stuttgart,BW,Korean,5
Stuttgart,BW,Mexican,10
Stuttgart,BW,"Middle Eastern",5
Stuttgart,BW,Thai,35
Stuttgart,BW,Turkish,30
Stuttgart,BW,Vietnamese,24
Stuttgart-Vaihingen,BW,Indian,1
Summerlin,NV,"American (New)",1
"Summerlin South",NV,Italian,1
"Sun City",AZ,"American (New)",2
"Sun City",AZ,"American (Traditional)",12
"Sun City",AZ,Chinese,4
"Sun City",AZ,Greek,3
"Sun City",AZ,Italian,3
"Sun City",AZ,Mexican,7
"Sun City",AZ,Thai,1
"Sun City West",AZ,"American (New)",1
"Sun City West",AZ,"American (Traditional)",3
"Sun City West",AZ,Chinese,1
"Sun City West",AZ,Italian,1
"Sun Lakes",AZ,"American (New)",1
"Sun Lakes",AZ,"American (Traditional)",2
"Sun Lakes",AZ,Chinese,1
"Sun Lakes",AZ,Mexican,1
"Sun Prairie",WI,"American (New)",10
"Sun Prairie",WI,"American (Traditional)",15
"Sun Prairie",WI,Chinese,4
"Sun Prairie",WI,Greek,1
"Sun Prairie",WI,Italian,5
"Sun Prairie",WI,Mexican,7
Surprise,AZ,"American (New)",27
Surprise,AZ,"American (Traditional)",38
Surprise,AZ,Cantonese,1
Surprise,AZ,Chinese,12
Surprise,AZ,French,2
Surprise,AZ,Greek,6
Surprise,AZ,Italian,21
Surprise,AZ,Japanese,4
Surprise,AZ,Mexican,22
Surprise,AZ,Thai,1
Surprise,AZ,Vietnamese,3
Swissvale,PA,Chinese,1
Tallmadge,OH,"American (New)",1
Tallmadge,OH,"American (Traditional)",7
Tallmadge,OH,Chinese,2
Tallmadge,OH,Italian,4
Tallmadge,OH,Mexican,5
"Tega Cay",SC,"American (New)",1
"Tega Cay",SC,"American (Traditional)",2
"Tega Cay",SC,Cuban,1
"Tega Cay",SC,Italian,1
"Tega Cay",SC,Japanese,1
"Tega Cay",SC,Mexican,1
Tempe,AZ,"American (New)",89
Tempe,AZ,"American (Traditional)",121
Tempe,AZ,Cajun/Creole,5
Tempe,AZ,Cantonese,2
Tempe,AZ,Chinese,49
Tempe,AZ,Cuban,1
Tempe,AZ,Ethiopian,3
Tempe,AZ,French,1
Tempe,AZ,Greek,30
Tempe,AZ,Halal,8
Tempe,AZ,Indian,28
Tempe,AZ,Italian,47
Tempe,AZ,Japanese,38
Tempe,AZ,Korean,9
Tempe,AZ,Malaysian,1
Tempe,AZ,Mexican,117
Tempe,AZ,"Middle Eastern",32
Tempe,AZ,Pakistani,9
Tempe,AZ,Peruvian,2
Tempe,AZ,Thai,21
Tempe,AZ,Turkish,4
Tempe,AZ,Vietnamese,7
Terrebonne,QC,"Canadian (New)",2
Terrebonne,QC,French,2
Terrebonne,QC,Italian,1
Terrebonne,QC,Japanese,1
Terrebonne,QC,"Middle Eastern",1
Terrebonne,QC,Thai,2
"Thorncliffe Park",ON,Halal,1
Thornhil,ON,Japanese,1
Thornhill,ON,"American (New)",2
Thornhill,ON,"American (Traditional)",12
Thornhill,ON,Cajun/Creole,1
Thornhill,ON,"Canadian (New)",8
Thornhill,ON,Chinese,21
Thornhill,ON,Greek,1
Thornhill,ON,Indian,4
Thornhill,ON,Italian,13
Thornhill,ON,Japanese,17
Thornhill,ON,Korean,13
Thornhill,ON,Mexican,1
Thornhill,ON,"Middle Eastern",11
Thornhill,ON,Pakistani,2
Thornhill,ON,Thai,4
Tolleson,AZ,"American (New)",1
Tolleson,AZ,"American (Traditional)",4
Tolleson,AZ,Cajun/Creole,1
Tolleson,AZ,Chinese,4
Tolleson,AZ,Italian,2
Tolleson,AZ,Japanese,2
Tolleson,AZ,Mexican,9
Tolono,IL,Italian,1
Tornto,ON,"American (New)",1
Tornto,ON,"American (Traditional)",1
Toronto,ON,"American (New)",165
Toronto,ON,"American (Traditional)",325
Toronto,ON,Cajun/Creole,33
Toronto,ON,"Canadian (New)",629
Toronto,ON,Cantonese,3
Toronto,ON,Chinese,559
Toronto,ON,Cuban,8
Toronto,ON,Ethiopian,27
Toronto,ON,French,170
Toronto,ON,Greek,153
Toronto,ON,Halal,115
Toronto,ON,Indian,291
Toronto,ON,Indonesian,7
Toronto,ON,Italian,566
Toronto,ON,Japanese,491
Toronto,ON,Korean,240
Toronto,ON,Malaysian,21
Toronto,ON,Mexican,243
Toronto,ON,"Middle Eastern",275
Toronto,ON,Pakistani,65
Toronto,ON,Peruvian,18
Toronto,ON,Singaporean,3
Toronto,ON,Thai,275
Toronto,ON,Turkish,36
Toronto,ON,Vietnamese,185
"Township of Concord",OH,"American (New)",1
Trafford,PA,"American (New)",1
Trafford,PA,"American (Traditional)",2
Trafford,PA,Italian,2
Tranent,ELN,Indian,1
Tranent,ELN,Pakistani,1
Tremont,OH,"American (New)",1
Tremont,OH,Italian,1
"Turtle Creek",PA,"American (New)",2
"Turtle Creek",PA,"American (Traditional)",1
"Turtle Creek",PA,Chinese,1
"Turtle Creek",PA,Italian,2
Tuscola,IL,"American (New)",1
Tuscola,IL,"American (Traditional)",2
Tuscola,IL,Chinese,1
Tuscola,IL,Italian,2
Tuscola,IL,Mexican,2
Twinsburg,OH,"American (New)",5
Twinsburg,OH,"American (Traditional)",8
Twinsburg,OH,Chinese,4
Twinsburg,OH,Indian,1
Twinsburg,OH,Italian,4
Twinsburg,OH,Mexican,4
Twinsburg,OH,Thai,1
Unionville,ON,"American (New)",3
Unionville,ON,"American (Traditional)",5
Unionville,ON,"Canadian (New)",5
Unionville,ON,Chinese,2
Unionville,ON,Indian,1
Unionville,ON,Italian,3
Unionville,ON,Japanese,1
Unionville,ON,Mexican,1
"University Heights",OH,"American (New)",2
"University Heights",OH,"American (Traditional)",2
"University Heights",OH,Italian,2
"University Heights",OH,Korean,1
"University Heights",OH,Turkish,1
"Upper Saint Clair",PA,"American (New)",2
"Upper St Clair",PA,"American (New)",1
Urbana,IL,"American (New)",10
Urbana,IL,"American (Traditional)",13
Urbana,IL,Cajun/Creole,2
Urbana,IL,Chinese,8
Urbana,IL,Greek,1
Urbana,IL,Indian,1
Urbana,IL,Italian,3
Urbana,IL,Japanese,1
Urbana,IL,Korean,4
Urbana,IL,Mexican,15
Urbana,IL,Thai,3
Urbana,IL,Vietnamese,2
"Valley City",OH,"American (New)",1
"Valley City",OH,"American (Traditional)",5
"Valley City",OH,Italian,1
"Valley View",OH,"American (New)",3
"Valley View",OH,"American (Traditional)",3
"Valley View",OH,Italian,3
Varennes,QC,Italian,1
Vaudreuil-Dorion,QC,"Canadian (New)",3
Vaudreuil-Dorion,QC,Chinese,1
Vaudreuil-Dorion,QC,French,2
Vaudreuil-Dorion,QC,Greek,2
Vaudreuil-Dorion,QC,Indian,1
Vaudreuil-Dorion,QC,Italian,4
Vaudreuil-Dorion,QC,Japanese,2
Vaudreuil-Dorion,QC,Mexican,1
Vaudreuil-Dorion,QC,Thai,2
Vaudreuil-Dorion,QC,Vietnamese,1
Vaughan,ON,"American (New)",4
Vaughan,ON,"American (Traditional)",26
Vaughan,ON,Cajun/Creole,2
Vaughan,ON,"Canadian (New)",26
Vaughan,ON,Chinese,25
Vaughan,ON,Greek,12
Vaughan,ON,Halal,6
Vaughan,ON,Indian,11
Vaughan,ON,Italian,61
Vaughan,ON,Japanese,32
Vaughan,ON,Korean,15
Vaughan,ON,Malaysian,1
Vaughan,ON,Mexican,14
Vaughan,ON,"Middle Eastern",23
Vaughan,ON,Pakistani,1
Vaughan,ON,Thai,19
Vaughan,ON,Turkish,6
Vaughan,ON,Vietnamese,27
Venetia,PA,"American (Traditional)",1
Venetia,PA,Italian,1
Verdun,QC,"American (Traditional)",2
Verdun,QC,"Canadian (New)",6
Verdun,QC,Cantonese,1
Verdun,QC,Chinese,6
Verdun,QC,French,12
Verdun,QC,Greek,1
Verdun,QC,Indian,4
Verdun,QC,Italian,5
Verdun,QC,Japanese,3
Verdun,QC,Mexican,2
Verdun,QC,"Middle Eastern",4
Verdun,QC,Peruvian,2
Verdun,QC,Thai,2
Verdun,QC,Turkish,1
Verdun,QC,Vietnamese,3
Verona,PA,Chinese,2
Verona,PA,Greek,1
Verona,PA,Italian,5
Verona,PA,Thai,2
Verona,WI,"American (New)",4
Verona,WI,"American (Traditional)",13
Verona,WI,Chinese,2
Verona,WI,Italian,3
Verona,WI,Mexican,3
Vimont,QC,Vietnamese,1
Waiblingen,BW,Chinese,3
Waiblingen,BW,Greek,2
Waiblingen,BW,Italian,7
Waiblingen,BW,Japanese,1
Waiblingen,BW,Mexican,1
Waiblingen,BW,Vietnamese,1
"Walton Hills",OH,"American (Traditional)",1
"Warrensvile Heights",OH,"American (New)",1
"Warrensville Heights",OH,"American (New)",2
"Warrensville Heights",OH,"American (Traditional)",1
"Warrensville Heights",OH,Chinese,1
"Warrensville Heights",OH,Mexican,2
Waunakee,WI,"American (New)",2
Waunakee,WI,"American (Traditional)",4
Waunakee,WI,Chinese,1
Waunakee,WI,Greek,1
Waunakee,WI,Italian,3
Waunakee,WI,Mexican,2
Waxhaw,NC,"American (New)",8
Waxhaw,NC,"American (Traditional)",7
Waxhaw,NC,Cajun/Creole,1
Waxhaw,NC,Chinese,3
Waxhaw,NC,Greek,1
Waxhaw,NC,Italian,8
Waxhaw,NC,Mexican,4
Weddington,NC,"American (Traditional)",1
"Wesley Chapel",NC,"American (New)",1
"Wesley Chapel",NC,"American (Traditional)",1
"Wesley Chapel",NC,Chinese,1
"Wesley Chapel",NC,Greek,1
"Wesley Chapel",NC,Italian,2
"Wesley Chapel",NC,Japanese,1
"Wesley Chapel",NC,Thai,1
"West Elizabeth",PA,"American (Traditional)",2
"West Homestead",PA,"American (New)",1
"West Homestead",PA,"American (Traditional)",1
"West Homestead",PA,Chinese,1
"West Homestead",PA,Italian,1
"West Mifflin",PA,"American (New)",3
"West Mifflin",PA,"American (Traditional)",12
"West Mifflin",PA,Chinese,4
"West Mifflin",PA,French,1
"West Mifflin",PA,Mexican,3
"West Mifflin",PA,Thai,1
"West View",PA,"American (Traditional)",1
"West View",PA,Chinese,1
"West View",PA,Italian,1
Westlake,OH,"American (New)",24
Westlake,OH,"American (Traditional)",24
Westlake,OH,Chinese,4
Westlake,OH,Indian,3
Westlake,OH,Italian,14
Westlake,OH,Japanese,3
Westlake,OH,Mexican,6
Westlake,OH,"Middle Eastern",3
Westlake,OH,Thai,2
Westlake,OH,Vietnamese,1
Westmount,ON,"American (Traditional)",1
Westmount,QC,"American (New)",1
Westmount,QC,"Canadian (New)",1
Westmount,QC,Chinese,3
Westmount,QC,French,2
Westmount,QC,Greek,2
Westmount,QC,Halal,1
Westmount,QC,Italian,5
Westmount,QC,Japanese,3
Westmount,QC,Vietnamese,1
Wexford,PA,"American (New)",13
Wexford,PA,"American (Traditional)",8
Wexford,PA,Chinese,5
Wexford,PA,Greek,1
Wexford,PA,Italian,7
Wexford,PA,Japanese,2
Wexford,PA,Mexican,5
Wexford,PA,Thai,1
Whiitby,ON,"Canadian (New)",1
Whitby,NYK,Italian,1
Whitby,ON,"American (New)",2
Whitby,ON,"American (Traditional)",17
Whitby,ON,Cajun/Creole,1
Whitby,ON,"Canadian (New)",13
Whitby,ON,Chinese,10
Whitby,ON,French,2
Whitby,ON,Greek,2
Whitby,ON,Halal,5
Whitby,ON,Indian,3
Whitby,ON,Italian,18
Whitby,ON,Japanese,9
Whitby,ON,Mexican,6
Whitby,ON,"Middle Eastern",1
Whitby,ON,Pakistani,2
Whitby,ON,Thai,10
Whitby,ON,Vietnamese,1
Whitchurch-Stouffville,ON,"American (Traditional)",1
Whitchurch-Stouffville,ON,"Canadian (New)",4
Whitchurch-Stouffville,ON,Chinese,1
Whitchurch-Stouffville,ON,Greek,1
Whitchurch-Stouffville,ON,Italian,4
Whitchurch-Stouffville,ON,Malaysian,1
Whitchurch-Stouffville,ON,Singaporean,1
Whitchurch-Stouffville,ON,Thai,1
"White Oak",PA,"American (New)",2
"White Oak",PA,"American (Traditional)",3
"White Oak",PA,Chinese,2
"White Oak",PA,Greek,2
"White Oak",PA,Italian,3
"White Oak",PA,Thai,1
Whtiby,ON,"American (Traditional)",1
Wickliffe,OH,"American (New)",2
Wickliffe,OH,"American (Traditional)",7
WICKLIFFE,OH,Chinese,1
Wickliffe,OH,Greek,1
Wickliffe,OH,Italian,6
Wickliffe,OH,Mexican,1
"Wilkens Township",PA,"American (Traditional)",1
"Wilkins Township",PA,"American (Traditional)",1
Willoughby,OH,"American (New)",13
Willoughby,OH,"American (Traditional)",26
Willoughby,OH,Chinese,3
Willoughby,OH,Greek,1
Willoughby,OH,Italian,6
Willoughby,OH,Japanese,2
Willoughby,OH,Mexican,5
"Willoughby Hills",OH,"American (New)",7
"Willoughby Hills",OH,"American (Traditional)",3
"Willoughby Hills",OH,Chinese,1
"Willoughby Hills",OH,Italian,1
Willowdale,ON,Chinese,1
Willowick,OH,"American (New)",3
Willowick,OH,"American (Traditional)",5
Willowick,OH,Chinese,4
Willowick,OH,Italian,2
Wilmerding,PA,"American (Traditional)",2
Wilmerding,PA,Italian,2
Windsor,WI,"American (Traditional)",1
Windsor,WI,Italian,1
Woodbridge,ON,"American (New)",1
Woodbridge,ON,"American (Traditional)",6
Woodbridge,ON,"Canadian (New)",2
Woodbridge,ON,Chinese,4
Woodbridge,ON,Greek,2
Woodbridge,ON,Halal,1
Woodbridge,ON,Indian,2
Woodbridge,ON,Italian,33
Woodbridge,ON,Japanese,4
Woodbridge,ON,Mexican,4
Woodbridge,ON,"Middle Eastern",2
Woodbridge,ON,Peruvian,1
Woodbridge,ON,Thai,3
Woodmere,OH,"American (New)",1
Woodmere,OH,"American (Traditional)",1
Woodmere,OH,Italian,3
Woodmere,OH,Japanese,1
Woodmere,OH,Mexican,2
Woodmere,OH,"Middle Eastern",1
Woodmere,OH,Vietnamese,1
York,ON,"American (Traditional)",1
York,ON,"Canadian (New)",1
York,ON,Chinese,8
York,ON,Greek,2
York,ON,Indian,3
York,ON,Japanese,1
York,ON,Mexican,1
York,ON,"Middle Eastern",4
York,ON,Pakistani,2
York,ON,Thai,2
York,ON,Turkish,1
Youngtown,AZ,"American (Traditional)",2
Youngtown,AZ,Italian,1
