id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
0d0i0FaJq1GIeW1rS2D-5w,Bruxie,"The Strip","3782 S Las Vegas Blvd, South Tenant Block, Bldg D1","Las Vegas",NV,89109,36.1033,-115.174,4.5,907,1
0DaxCcBQG9t1JEFD9mRvTQ,"Presidential Spas & Patio","Spring Valley","9350 W Tropicana Ave","Las Vegas",NV,89147,36.101,-115.296,4,10,0
0DO_MfP9R3XgadkbavmhwQ,"Aaron Lelah Jewelers","Spring Valley","4175 S Grand Canyon Dr","Las Vegas",NV,89147,36.1137,-115.307,3.5,33,1
0DQ31asd4IeOTI7dkZ3OXQ,"Sea Harbour Seafood Restaurant",Westside,"6600 W Charleston Blvd Ste 118","Las Vegas",NV,89146,36.1598,-115.241,3,3,0
0dr1FgqQSEMbaTu9SDqiIg,"China A Go Go",,"2101 N Rainbow Blvd, Ste 101","Las Vegas",NV,89108,36.1994,-115.243,3.5,148,1
0DVe7UAp3qWvHPqpzQroDQ,"Artistry Perfected by Andrea Miller",Southeast,"6539 Las Vegas Blvd S, Ste 110","Las Vegas",NV,89119,36.0676,-115.172,5,3,1
0dvEpCy7Yh5hDQRDyW1VyA,"24 Hour Cleaners",Westside,"909 S Rainbow Blvd","Las Vegas",NV,89145,36.1615,-115.244,3,3,0
0dVEWi9R3oHMCdzP_TaPNQ,"Family Music Centers",Westside,"8125 W Sahara Ave","Las Vegas",NV,89117,36.1425,-115.269,4.5,11,1
0dwy8nucTiOB4sdFQ1aEUA,"Stein Mart","The Lakes","10000 W Sahara Ave, Ste 160","Las Vegas",NV,89117,36.1445,-115.313,3.5,9,1
0dYiTboT1N7Sqji85Pt8wA,"305 Kustoms",,"5933 W Tropicana Ave","Las Vegas",NV,89103,36.0994,-115.223,5,26,0
0D_UU5RMPmtIihgsvB1A1A,"Moulin Rouge",,"900 W Bonanza Rd","Las Vegas",NV,89106,36.1772,-115.153,4.5,3,0
0E06UEanCHrJtiO44vyWkQ,"Zappos.com Shoe Outlet",Eastside,"3860 S Maryland Pkwy","Las Vegas",NV,89119,36.1189,-115.136,3,3,0
0e2oJ82g4ZfvQzIc8SE9Xw,"All Western Mortgage","Spring Valley","8345 W Sunset Rd, Ste 380","Las Vegas",NV,89113,36.0674,-115.272,4.5,125,1
0eaQLn6u8yhgts93_DlQ-A,"I am Mechanics",Westside,"2075 S Rainbow Blvd","Las Vegas",NV,89146,36.1488,-115.244,4,9,1
0EgYXYjt2XJL4hlsKnzrcw,PublicUs,Downtown,"1126 Fremont St","Las Vegas",NV,89101,36.1658,-115.133,4.5,654,1
0eI3NAlvfVt4YrWPVZ_HXg,"Floor Seasons, Inc.",Centennial,,"Las Vegas",NV,89149,36.2684,-115.296,3.5,3,1
0eJG77JOkyMIBhc4Xbuqfw,"A Thyme For All Seasons",Southeast,"310 E Warm Springs Rd, Ste G","Las Vegas",NV,89119,36.0577,-115.158,4,52,0
0EKYsM4Dbetb9OEFfeEJZQ,"Children's Hospital of Nevada at UMC",Downtown,"800 Hope Pl","Las Vegas",NV,89106,36.1613,-115.168,2,4,1
0EpDJHM1Xl1mcTvuQ2qf7w,"Baja Performance Machine Shop",,"4710 W Dewey Dr","Las Vegas",NV,89118,36.0882,-115.205,5,4,1
0EpnzIpeFvhISkxMTIv9WA,"Paradise Place Jamaican Cuisine",Westside,"7365 W Sahara Ave","Las Vegas",NV,89117,36.1433,-115.254,4,84,1
0eqe6VK_yvHgclMjLeRnzw,Sapphire,"The Strip","3700 S Las Vegas Blvd","Las Vegas",NV,89109,36.1101,-115.175,1.5,31,1
0EUohlWGBPnIgzCULyWl7g,"Rok Vegas","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.103,-115.174,2.5,109,0
0eZHVYDyACtVVOIgoBlV3g,"Da Sheng Chinese Cuisine",Chinatown,"Chinatown Mall, 4255 W Spring Mountain Rd","Las Vegas",NV,89102,36.1255,-115.197,3.5,46,0
0f3nlMdNpVki1pyHPdV1fQ,"Flowers by Donka",,,"Las Vegas",NV,89108,36.2031,-115.224,4,5,1
0FAifXkZzrTrAoNy2g9P6A,"Cal Pac Painting",Downtown,"900 S Commerce St","Las Vegas",NV,89106,36.1625,-115.153,4.5,3,1
0FbFqMBLRGRRdZlGJeXjug,"Purple Penguin Snowcone Shack",Southwest,"10490 S Decatur Blvd","Las Vegas",NV,89141,35.9993,-115.207,4.5,26,1
0fdi2Y8RLbnLP9Cvwq7utw,"Lucky 7s Buffet",,"Plaza Hotel & Casino, 1 Main St","Las Vegas",NV,89136,36.175,-115.136,2.5,6,0
0FHfkDxKSeDuyAEeaY6X-Q,"Panera Bread",Eastside,"365 Hughes Center Dr","Las Vegas",NV,89169,36.115,-115.156,3.5,87,1
0fHwjs4R6ZpWcX9G7cBqEQ,"M and L Creations",Westside,"6029 W Charleston, Ste 28","Las Vegas",NV,89146,36.1584,-115.223,1,3,1
0FJ22K--OjiiQJZ8VJIpJw,"Exclusive Customs",,"4851 West Hacienda Ave, Ste 1","Las Vegas",NV,89118,36.093,-115.207,4.5,30,1
0flcNe7SwXdypg4K13n-Rg,"Fiore Travel Lounge",Southeast,"6551 Las Vegas S Blvd, Ste C-154","Las Vegas",NV,89119,36.0694,-115.177,4.5,6,1
0fnIjQK6GfMfVFITNFQDTA,"St Clair Apartments","Spring Valley","5450 S Fort Apache Rd","Las Vegas",NV,89148,36.0898,-115.296,4.5,29,1
0FSV_rwCR7hWRVNwjv4bNg,"Hawkeye Appliance Repair",Northwest,,"Las Vegas",NV,89129,36.2331,-115.272,2,17,1
0FtECrDXl6Xo2ZsJAlYr4g,"Giant Las Vegas",Southwest,"9345 S Cimarron Rd, Ste 100","Las Vegas",NV,89178,36.0185,-115.271,5,12,1
0fuGTfu7afB9dW5UmtFTMA,"Gibson's Canine Classroom",Southeast,,"Las Vegas",NV,89119,36.0803,-115.159,4.5,12,1
0FwTYXU8VvqQiQ174xz5EQ,"Gem Optical",Eastside,"3300 E Flamingo Rd","Las Vegas",NV,89121,36.1164,-115.103,3,10,1
0G1y7uV7w1D2uziS4Lt_Dw,"Chapalas Mexican Restaurants",Southeast,"3331 E Tropicana Ave","Las Vegas",NV,89121,36.0996,-115.104,3.5,153,1
0G83H_zoum-Q4bWU2olTqQ,"Bonjour Bakery & Deli",,"4012 S Rainbow Blvd, Ste J","Las Vegas",NV,89103,36.1162,-115.242,4,23,1
0GF6e-ZqBxnXO-FCkDIJ-Q,"Happy Kid Entertainment","The Strip","1999 Fashion Dr, Ste 120","Las Vegas",NV,89109,36.1288,-115.173,1,4,0
0giQuOv-hLFlVuwgw_VG9A,"Fresh & Easy",,"3053 N. Jones Blvd","Las Vegas",NV,89108,36.2156,-115.226,3.5,16,0
0gIs2QMCIdz_hr0pBxl4pQ,"Blooming Dreams Floral Studio",Northwest,"6941 Megan Ave","Las Vegas",NV,89108,36.2283,-115.246,5,15,1
0gKF7zEkwsi_SAlLw5z6WA,"CVS Pharmacy",Sunrise,"4391 E Washington Ave","Las Vegas",NV,89110,36.1802,-115.081,2.5,5,1
0GP25wmLzoHxf_Et-0tcHw,"Vegas Discount Nutrition Superstore","The Strip","3200 S Las Vegas Blvd, Ste 2000","Las Vegas",NV,89109,36.1272,-115.172,5,5,1
0GPX06NuF_jhBOu9lWuG7A,"V Florist",Southwest,"7345 S Rainbow Blvd","Las Vegas",NV,89139,36.0551,-115.243,5,6,1
0gTTGuA6uEmMhLhfJi0hqA,"Sammy's Woodfired Pizza and Grill","Spring Valley","9516 W Flamingo Rd, Ste 100","Las Vegas",NV,89147,36.1158,-115.3,3.5,130,1
0gvKUGQ4Y83oXUpFtKauUA,"Bliss Dance Statue","The Strip","6 Park Ave","Las Vegas",NV,89109,36.1037,-115.178,4.5,3,1
0gWg-kqRLEQbhui8b_v2Xw,"Hi Scores - Blue Diamond",Southwest,"4785 Blue Diamond Rd","Las Vegas",NV,89139,36.033,-115.206,4,121,1
0GY8oQmkk46U6JOVLMbvhA,"S&S Salon & Barbershop",,"4360 S Decatur Blvd","Las Vegas",NV,89103,36.1106,-115.207,3,8,1
0H0h7rCTPMItHS6t2yrskw,"LV Hot Tubs and Spas",,,"Las Vegas",NV,89044,35.9209,-115.165,5,9,1
0Hcks5q-DgJbDlmEWolx4A,"Bonefish Grill",Westside,"8701 W Charleston Blvd","Las Vegas",NV,89117,36.1585,-115.285,3.5,234,1
0HcMVnyiKg-wdd1VmEwQvQ,"Ace Pest Control","Spring Valley",", Ste 110","Las Vegas",NV,89147,36.1033,-115.28,4.5,7,1
0HcUjN6DuipHkaUNfSPDgA,"Sprint Store",Southeast,"7291 S Eastern Ave","Las Vegas",NV,89119,36.0574,-115.12,5,5,1
0HegKN321F0gfUcYqsLTxA,"Thai Spa",Westside,"7365 W Sahara Ave","Las Vegas",NV,89117,36.1431,-115.254,4.5,111,1
0Hemgm6gwrO64fDEWEW4vg,"Best Buy",Centennial,"6455 N Decatur Blvd","Las Vegas",NV,89131,36.277,-115.209,2.5,104,1
0hfyryPmC_z0bba-hTSksQ,"Little Hearts Child Care Center",,"5055 Duneville St","Las Vegas",NV,89118,36.0972,-115.221,4.5,10,1
0HG02r8ri7GEFwuwmdHCyg,KFC,"Spring Valley","7017 S. Durango Dr.","Las Vegas",NV,89148,36.0605,-115.279,2,50,1
0hpq5n0FYg4uF1r79TMfCA,"Welch Plastics",Westside,"4080 W Desert Inn Rd, Ste W110","Las Vegas",NV,89102,36.1306,-115.194,4,9,1
0HrmyPHRtPwr3NHGQCP0HA,"Kainan Asian Market & Gift Shop",Southeast,"9620 Las Vegas Blvd S, Ste N2","Las Vegas",NV,89123,36.015,-115.172,4,21,1
0HuLU0K_acbYDQishnEXNQ,"Magic Nails",Eastside,"4540 E Tropicana Ave","Las Vegas",NV,89121,36.1225,-115.097,4,13,1
0hXf4uRaCo_HqbOYbpcGdQ,"Power Up Gaming",Southeast,"9890 S Maryland Pkwy, Ste 22","Las Vegas",NV,89138,36.0101,-115.136,5,14,1
0i6GlR5YTCMlwthjqw6ZTQ,"Cinthya's Beauty Salon",Westside,"2101 S Decatur Blvd, Ste 11","Las Vegas",NV,89102,36.1487,-115.21,4.5,16,1
0i9S0BejjRv0ZDwdO9XymA,"Thai Seafood Ginger",Westside,"1750 S Rainbow Blvd, Ste 8","Las Vegas",NV,89146,36.1526,-115.243,4.5,93,1
0IbboCQAEQlROAv5PKKO_Q,"Aloha Island Grill",Summerlin,"2267 N Rampart Blvd","Las Vegas",NV,89128,36.2012,-115.281,4.5,17,0
0If0W5y2M__8j0Xjlwuk0g,Woo,Westside,"The Palazzo, 3325 Las Vegas Blvd S","Las Vegas",NV,89109,36.1407,-115.182,3.5,58,0
0ifI4JjTKcgfBSQiAnMmsQ,"The Mad Greek Cafe",Westside,"2330 S Rainbow Blvd","Las Vegas",NV,89146,36.1462,-115.242,3,19,0
0ifvapuLuoQmClCLo5r15Q,"Sterling Court Apartments",Southeast,"5500 Mountain Vista St","Las Vegas",NV,89120,36.0885,-115.072,2,8,1
0IjBFHFm8M-VPyym-Xrkhw,"Tower Pizzeria","The Strip","2000 S Las Vegas Blvd","Las Vegas",NV,89104,36.1477,-115.156,3.5,22,1
0InA3Ffj8MxyQV9hgsyYcQ,"Novecento Pizzeria",Northwest,"5705 Centennial Center Blvd, Ste 170","Las Vegas",NV,89149,36.2648,-115.258,4,351,1
0IpwKPDV25gub5CRxzC1FA,"Great Clips","Spring Valley","5625 S Rainbow Blvd","Las Vegas",NV,89118,36.0865,-115.244,3.5,4,1
0IPYClNF6pQN3a2hRI_kJg,"ARCO ampm",Downtown,"3885 E Charleston Blvd","Las Vegas",NV,89110,36.1592,-115.094,3,3,1
0IqXJZi_0c6wZQ9sNz5jpg,"Mattress Firm Boca West",Westside,"8950 W Charleston Blvd, Ste 9","Las Vegas",NV,89117,36.1596,-115.29,4,15,1
0iRi1_TyI92VBmn3h-fSaQ,"24/7 Salon & Day Spa Studio",,"4965 W Tropicana Ave, Ste 105","Las Vegas",NV,89103,36.0994,-115.209,3.5,117,1
0ISVzBIyAUvSCxLlh-1B1Q,"Phibrown Microblading  & Lashes Extension",Westside,"2360 S Rainbow Blvd, Ste 1","Las Vegas",NV,89178,36.1456,-115.241,5,5,1
0IsYZXjAnggWVZh36MquIg,"Happy Paws Mobile Grooming",Northwest,,"Las Vegas",NV,89129,36.2331,-115.272,5,18,1
0iTPEAfI4td0VmxqMLpX6A,"Downtown Details",,,"Las Vegas",NV,89103,36.1104,-115.207,5,13,1
0IVmkPZN_0Gl9GYG8t5IZQ,"La Petite Academy of Las Vegas",Southeast,"680 E Warm Springs  ","Las Vegas",NV,89119,36.0576,-115.148,4,9,1
0IZLOJeslJanoA3U3E8cPA,"Roach Matthew, MD",,"5650 W Flamingo Rd, Ste A","Las Vegas",NV,89103,36.1152,-115.219,2.5,3,1
0J08AzWGquw1aYM_pScahw,"Nancy Kim - State Farm Insurance Agent",Downtown,"2213 Paradise Rd","Las Vegas",NV,89104,36.1447,-115.154,4,20,1
0j7VWa5uGebj_94C1K2i2g,"Walmart Supercenter",Southeast,"2310 E Serene Ave","Las Vegas",NV,89123,36.023,-115.124,2.5,95,1
0Ja-QPfQTdprDi0dX0p-Yw,"Jennifer Chamberlin Photography",Downtown,,"Las Vegas",NV,,36.1699,-115.14,3.5,3,1
0jg8dKyShTzFYSEa-Wb-RA,PetSmart,Southeast,"5915 S Eastern Ave","Las Vegas",NV,89119,36.0816,-115.122,3,49,1
0jJfQEWEe-6ODl62XSynDw,"Haggen Food & Pharmacy",,"7530 W Lake Mead Blvd","Las Vegas",NV,89128,36.1973,-115.259,2,19,0
0JJlFunCGdTURUTSHZNmjQ,"Tenaya Salon",Northwest,"3950 N Tenaya Way","Las Vegas",NV,89129,36.2322,-115.251,4,4,1
0JmCGyAqAK_yVEuZ0ts16w,"Bilbo's Bar & Grill",Westside,"8699 W Charleston Blvd","Las Vegas",NV,89117,36.1588,-115.284,2.5,14,0
0JmqDFFmEiW_G5yuFs3K3g,"No Insurance Surgery","Spring Valley","9121 W Russell Rd, Ste 115","Las Vegas",NV,89148,36.0819,-115.29,4,5,1
0jriM09IvPdCLgr509vbrQ,"See's Candies",Summerlin,"10300 W Charleston Blvd, Summerlin Center Pointe Plaza","Las Vegas",NV,89135,36.1606,-115.32,4.5,25,1
0jtRI7hVMpQHpUVtUy4ITw,"Omelet House Summerlin",Summerlin,"2227 N Rampart Blvd","Las Vegas",NV,89128,36.202,-115.283,4,225,1
0jTY4cIIt94bJLY0L2R7Jw,"Kimodontics Orthodontics","The Lakes","8981 W Sahara Ave, Ste 210","Las Vegas",NV,89117,36.1432,-115.292,5,40,1
0JWGJCjbWEx3cSSfFRW7Ug,"Lora Boudreaux",,"7331 W Lake Mead Blvd, Ste 103, Canyon Falls Spa","Las Vegas",NV,89128,36.1948,-115.252,4.5,7,1
0JXHn6sWl_c1UhMZhiBy3Q,"Hangover Bail",Downtown,"1600 Las Vegas Blvd S, Ste 140","Las Vegas",NV,89104,36.1519,-115.153,3,6,1
0JZYzp5Z8tEbVr0N2MaLdw,Sephora,"The Strip","3377 Las Vegas Blvd S","Las Vegas",NV,89109,36.1219,-115.17,4,120,1
0K2rKvqdBmiOAUTebcUohQ,"Red Rock Canyon Visitor Center",,"1000 Scenic Loop Dr","Las Vegas",NV,89161,36.1357,-115.428,4.5,33,1
0K4tCSMV6BqFxOsgZFqfVw,"Rocky Mountain Chocolate Factory",,"4500 W Tropicana Ave","Las Vegas",NV,89103,36.1027,-115.202,3.5,21,1
0kBrOlBPfUFEDDU7tIGCpQ,"Darque Tan",Southeast,"3460 E Sunset Rd, Ste A","Las Vegas",NV,89120,36.0723,-115.099,2.5,3,0
0keht9nVTliinChbGWWkkg,"Tapas by Alex Stratta",Westside,"440 S Rampart Blvd, Ste 180","Las Vegas",NV,89145,36.167,-115.286,3,53,0
0KFA2m39eZwq2F7WvMCoyw,"Heart Bar","The Strip","Planet Hollywood Las Vegas Resort & Casino, 3667 Las Vegas Boulevard South","Las Vegas",NV,89109,36.1097,-115.17,3,115,1
0KJGTQD9UuuHfesSMdmMpw,"Lone Mountain Discovery Park",Northwest,"4445 North Jensen","Las Vegas",NV,89129,36.2409,-115.309,4.5,14,1
0kMqHBv4LPaUAx6P-pIScg,"Bobbi Brown Cosmetics at Nordstrom","The Strip","3200 Las Vegas Blvd S","Las Vegas",NV,89109,36.1272,-115.172,4,4,1
0kPm1zEpeXFRg8D2phqgCQ,"Dunkin' Donuts",Westside,"5905 W Sahara Ave","Las Vegas",NV,89146,36.1439,-115.222,2.5,70,1
0ktWihvmKQiPrXFXhYotCA,"Rocky Mountain Chocolate Factory",Downtown,"200 E Fremont St","Las Vegas",NV,89101,36.1708,-115.144,4,18,1
0KvfCT32KjhJh1JD1hh5Yg,"Down Syndrome Organization of Southern Nevada",,"5300 Vegas Dr","Las Vegas",NV,89108,36.1885,-115.214,3.5,3,1
0l3Sm27mX6-JkKvYgcnX5w,"Hp Enterprises",Sunrise,"2665 Rimbey St","Las Vegas",NV,89115,36.208,-115.073,5,4,1
0l4h-TaDXZzbR54Gau-JsQ,"Safeguard Mini Storage",,"4530 W Nevso Dr","Las Vegas",NV,89103,36.1141,-115.202,4,3,1
0laIzUamNI0LAl2HBb70lw,"UNLV Performing Arts Center",University,"4505 Maryland Pkwy","Las Vegas",NV,89119,36.1101,-115.139,4.5,11,1
0LD904DOPU3T_asJGOTZyg,"Fractured Prune Doughnuts","Spring Valley","9460 W Flamingo Rd, Ste 115","Las Vegas",NV,89147,36.1155,-115.298,4.5,184,1
0lDCyIvAWyn-UZDUncDqHA,"Las Vegas Red Rock Tours","The Strip",,"Las Vegas",NV,89161,36.1146,-115.172,4,5,1
0LDW1WT4mQ6r9GBf4G4kzA,"Money Plays",,"4755 W Flamingo Rd, Ste G","Las Vegas",NV,89103,36.115,-115.206,4,109,1
0lETSsJdIy0qXG8D092VIQ,"A Happy Dog Wash",Westside,"1725 S Rainbow Blvd, Ste 12","Las Vegas",NV,89146,36.1527,-115.244,4,39,0
0lfRx2ChaBsUHeYY2-799w,iLoveKickboxing.com,"Spring Valley","4205 Grand Canyon, Ste 17","Las Vegas",NV,89147,36.1131,-115.306,4.5,87,1
0LGnU7V3nepi8NUNzyQOXw,"Einstein Bros Bagels",Centennial,"6770 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2838,-115.287,3.5,99,1
0lI3ACeMSb3-02lsjo2VqQ,"Transmission Wholesale",Downtown,"3430 E Sahara Ave","Las Vegas",NV,89104,36.1467,-115.1,2,4,1
0lKsDdM1ewhGtCRXYvSFMw,"T.H.E Salon",Westside,"2975 S Rainbow Blvd","Las Vegas",NV,89146,36.1357,-115.244,3.5,39,1
0lLaPO8KMPCkCMDjsVX5JA,"Jury Commissioner - Eighth Judicial District Court",Downtown,"200 Lewis St","Las Vegas",NV,89155,36.1664,-115.146,2.5,6,1
0Lq-MK2LwhntBCF7G2t71w,"The Garage Door Guy",,,"Las Vegas",NV,89031,36.2608,-115.171,4,37,1
0LqYWNpyOoSYMBcTv9VmiA,"The Car Doctor",Westside,"321 S Decatur Blvd","Las Vegas",NV,89107,36.1686,-115.205,4.5,16,1
0lxyY2bwmpde2QHcnh8fZQ,"Sahara Buffet","The Strip","2535 Las Vegas Blvd S","Las Vegas",NV,89136,36.1423,-115.156,2,46,0
0l_HQpZ4gsR5T6Ejqcgi2Q,"The Eddie Griffin Experience",,"3700 W Flamingo Rd","Las Vegas",NV,89103,36.117,-115.186,3,27,1
0M4fn7ib4zJF6CF0XPLSfg,"Allstate Insurance Agent: Regan Wood",,"6020 W Flamingo Rd, Ste 12","Las Vegas",NV,89103,36.1154,-115.223,4.5,4,1
0m5Gf6ZTxwtXiCaHyzsCtg,"Harrah's/Paris/Rio Free Shuttle","The Strip","3475 Las Vegas Blvd S","Las Vegas",NV,89109,36.1193,-115.172,4.5,3,1
0M7rIhQLKD-j2XSnKgt2ng,Sbarro,Southeast,"McCarran International Airport","Las Vegas",NV,89111,36.0804,-115.147,2,27,0
0MClc59pEqhTht6iB1hwzA,"Shannon Smith",Southeast,"9550 S Eastern Ave","Las Vegas",NV,89123,36.0153,-115.119,5,9,1
0meL9lBFHx8niD5H-Lw6Gw,"Ridenow Powersports On Boulder",Southeast,"6350 Boulder Hwy","Las Vegas",NV,89122,36.0863,-115.036,4,100,1
0mK7-2fQt684NLJt-ZBalg,"The Makeup Shack",Westside,"4760 W Sahara Ave, Ste 8","Las Vegas",NV,89102,36.1463,-115.207,4.5,6,1
0mnnlFCploePlnEaddw63g,"Aurelio's Pizza",Northwest,"6010 W Craig Rd, Ste 150","Las Vegas",NV,89130,36.2397,-115.226,4,22,1
0mq2uhooR7IbC6q4uUaQ3g,"Hair Now Salon",Southeast,"9850 South Maryland Pkwy, Ste 101","Las Vegas",NV,89183,36.0108,-115.134,5,3,1
0MV_T5y-UjGaYg_xlOq0lQ,"Seven Brothers Moving",Northwest,"4894 W Lone Mountain Rd, Ste 297","Las Vegas",NV,89130,36.2482,-115.209,5,17,1
0mY9YLamWBOwRmMhI4LP6Q,"Sugaring LV",Centennial,"6461 N Durango Dr","Las Vegas",NV,89149,36.2781,-115.288,5,14,1
0Myf2fOlXXNHgIuPZoOlsA,"Las Vegas National Golf Club",Eastside,"1911 E Desert Inn Rd","Las Vegas",NV,89169,36.1286,-115.125,3.5,58,1
0MYTwljm4N-3hwhjy2ZsRA,"Buffalo Highland Apartments",Westside,"8155 W Charleston Blvd","Las Vegas",NV,89117,36.1589,-115.27,1,4,1
0n-Bu-SpcWlMS5Ja4fU7XA,"Pain clinic",Westside,"5445 W Sahara Ave","Las Vegas",NV,89146,36.1437,-115.216,5,3,1
0n3vcq00Z4ijqwwn-INfkg,"Can't Dutch This",,,"Las Vegas",NV,,36.175,-115.136,4.5,3,1
0N53m33GANYeHHl-s22d4Q,"Port of Subs",Eastside,"190 E Flamingo Rd","Las Vegas",NV,89109,36.115,-115.165,4,14,1
0N7ME2xu2Y_rYn5ID7SWcQ,"Dollar General Market",,"5991 W Cheyenne Ave","Las Vegas",NV,89108,36.2163,-115.225,3,5,1
0nasWPLtVyIrDi5e0o4Zfg,"Magic of Jason Bird","The Strip",,"Las Vegas",NV,89109,36.1286,-115.171,3.5,3,1
0Nb4piKDUVbedlrakwEUuw,"Del Taco",Centennial,"7757 N El Capitan Way","Las Vegas",NV,89143,36.3026,-115.285,3,35,1
0NBsEzgEQ5E-CycaFekA3w,"Accelerated Dental","Spring Valley","6115 S Rainbow Blvd, Ste 102","Las Vegas",NV,89118,36.0773,-115.243,5,4,1
0nDaFKH_qTWz7r_Wf5e77g,Aaron's,Sunrise,"2513 S Nellis Blvd","Las Vegas",NV,89121,36.1438,-115.066,2.5,10,1
0nLndWejyCMeNRyumHRUEA,"Zuffa, LLC",Westside,"2800 W Sahara Ave, Ste 5C","Las Vegas",NV,89102,36.1452,-115.18,3.5,3,1
0nlocywsFHQmEt8_xbHNiw,"Long Jin Chinese Cuisine","Spring Valley","4825 S Rainbow Blvd, Ste 204-205","Las Vegas",NV,89103,36.1009,-115.245,3.5,85,0
0NmTwqYEQiKErDv4a55obg,Scarpetta,"The Strip","3708 Las Vegas Blvd S","Las Vegas",NV,89109,36.1102,-115.174,4,1171,1
0nqtCtYUfwXjJVujzU79dg,"Ecktor Romero - ERmakeovers at My Salon Suite",Southeast,"9850 S Maryland Pkwy, Ste 14","Las Vegas",NV,89183,36.0108,-115.134,5,6,1
0o-rp81ttLk1NINx01Sl9g,"Rancho Security Services",,"333 N Rancho Dr","Las Vegas",NV,89106,36.1761,-115.176,2.5,3,1
0O3W4Pe0_Jfuq2AlR2nh6w,"New Bahay Kubo",Southeast,"750 E Pyle Ave","Las Vegas",NV,89183,36.0069,-115.147,3.5,3,0
0OArxu3FtUGUj6Jbkmerbg,"Fones Gone Wild",Westside,"9110 W Sahara","Las Vegas",NV,89117,36.1445,-115.296,4.5,25,1
0odAupWjDV8gwhaLqyh1-A,"Chipotle Mexican Grill",Downtown,"875 Grand Central Pkwy","Las Vegas",NV,89106,36.1634,-115.159,2.5,24,1
0OdZXIKQypu6vplpxFilsA,"Kneaders Bakery & Cafe",Northwest,"7100 W Craig Rd","Las Vegas",NV,89129,36.241,-115.249,3.5,202,1
0OeQxzGAj96ADVQ8id-qSw,"Mohave Dermatology",Sunrise,"1875 Nellis Blvd","Las Vegas",NV,89104,36.1507,-115.066,4,8,1
0oIGaUJHHBqNvaLYLWdTcA,"Auto RX",,"1721 N Decatur Blvd","Las Vegas",NV,89108,36.1895,-115.206,4.5,54,1
0oMs2QdhuLW3wYIJIi0wcw,Starbucks,Southeast,"9770 S Maryland Pkwy 10","Las Vegas",NV,89183,36.011,-115.136,3,79,1
0onIwbCKK8HRw1itKvbWng,"Tire Works Total Car Care",Southwest,"8532 Blue Diamond Road","Las Vegas",NV,89113,36.0214,-115.277,2,131,1
0OOmvIS1Tb5ccYOCvq4Yeg,"Vein Clinic of Las Vegas","Spring Valley","9060 W Post Rd, Ste 200","Las Vegas",NV,89148,36.0752,-115.29,4.5,37,1
0Otx78_JJ4fWjTYOYxnxcA,"Feng Shui Gallery",Chinatown,"3548 Wynn Rd","Las Vegas",NV,89103,36.125,-115.194,4.5,3,1
0ox0u3k-I0XEqU_P6wJB3w,"Mixt Urban Beauty Bar & Boutique",Westside,"750 S Rampart Blvd, Ste 6","Las Vegas",NV,89145,36.1646,-115.289,4,18,0
0ozw5IiiQ79WK847QvJ5bg,"Summit Restoration",,"5032 W Post Rd","Las Vegas",NV,89118,36.0762,-115.209,5,3,1
0P-8u5PJao-MddpiwDCLZQ,"J & D Fitness","Spring Valley","4180 S Fort Apache Rd, Ste E","Las Vegas",NV,89147,36.1135,-115.297,5,4,1
0p0PqX7Zsm_0lvXzEWpwWA,"Las Vegas-Clark County Library System - Sahara West Library",Westside,"9600 W Sahara Ave","Las Vegas",NV,89117,36.1451,-115.305,4.5,102,1
0p27EjcNwTI7Ey4K_MNPww,Fatburger,"South Summerlin","11011 W Charleston Blvd","Las Vegas",NV,89135,36.1564,-115.334,3,70,1
0p405x2TRJCPYfHHt1sgTA,"Flawlace Salon",Westside,"4418 W Charleston Blvd","Las Vegas",NV,89102,36.1593,-115.201,2,24,0
0pA7gxi3K6_OrDsGrpMb2Q,"Less Stress Movers",,,"Las Vegas",NV,89108,36.2031,-115.224,4.5,35,1
0pdsgDS9CvFnZI6n-tl93A,"Extra Space Storage",,"2025 N Rancho Dr","Las Vegas",NV,89106,36.1971,-115.195,2.5,3,1
0pDX7qEqyQc5JOLRtTiA2A,"Alpaca Imports at Miracle Mile Shops",Downtown,,"Las Vegas",NV,,36.1699,-115.14,2.5,3,1
0PenhUhRbw2xd_suA68IjA,"Soul2Soul Tim McGraw & Faith Hill",Eastside,"3355 Las Vegas Blvd S","Las Vegas",NV,89109,36.1244,-115.146,2,51,1
0pHLI4OULzwxxuayK0GG9g,"Christopher Giddings - Realty ONE Group",Summerlin,"10750 W Charleston Blvd","Las Vegas",NV,89135,36.1597,-115.33,5,6,1
0pIhgokp0NeM9h8oQQULOg,"Trader Joe's",,"7575 W Washington","Las Vegas",NV,89128,36.1805,-115.258,4.5,169,1
0Pn3Ao3bmF9blFCBu5B0SQ,"Gary's Mobile Brakes",Northwest,,"Las Vegas",NV,89130,36.2577,-115.23,4.5,6,1
0Pnr8uYKVIV3ri3ngXbe5w,Goodwill,Eastside,"3345 E Tropicana Ave","Las Vegas",NV,89121,36.0999,-115.102,3,24,1
