"","Average Stars","Number of Check-ins","Average Sentiment"
"3268",4,131,0.0832862759908756
"3269",3.5,27,0.203155038565793
"3270",3,15,0.216498619115264
"3271",3,199,0.16547960928147
"3272",3.5,25,0.261946696272469
"3273",3.5,21,0.212295786407859
"3274",3,1,-0.0511071258988833
"3278",4,12,0.27374909182895
"3279",3.5,4,0.334781037415
"3280",3,18,0.07076982017755
"3281",4.5,7,0.374579851090317
"3282",3,137,0.0997519584400778
"3283",3,284,0.0835037470511702
"3284",3.5,25,0.246867842599682
"3285",3.5,9,0.249664521267757
"3287",4.5,76,0.234196948593191
"3288",3,22,0.106771404683225
"3289",3.5,79,0.195891207505202
"3290",4,56,0.231046594518864
"3291",3,60,0.0443966202642765
"3293",3.5,934,0.213636689644448
"3294",3.5,43,0.160087720214469
"3297",3.5,45,0.251560567380361
"3298",2.5,74,0.227773462065091
"3299",3,157,0.209357479011604
"3300",3.5,188,0.158264497696337
"3301",3.5,7,0.0226488095238
"3302",4,91,0.222969285571653
"3303",3.5,29,0.241777848592507
"3304",4.5,444,0.284651843084375
"3305",2,6,-0.0188131313131433
"3306",2,57,0.069796507019568
"3307",2,6,-0.29875
"3309",4,104,0.280638952045628
"3310",3.5,174,0.235830936619827
"3312",4,113,0.23162651753299
"3313",3.5,383,0.265319816638359
"3314",2,26,0.05123130366654
"3316",5,3,0.2812957988982
"3318",4,38,0.347062847534375
"3319",4,65,0.221533651772787
"3320",2.5,7,0.158150953984367
"3321",2.5,155,0.09469267985191
"3322",4,37,0.273718436969606
"3323",3.5,194,0.14745961264627
"3324",3,12,-0.029514567223
"3325",2.5,81,0.118296339554187
"3326",4,90,0.244903611634658
"3328",4,707,0.231247740396875
"3329",3.5,53,0.146581191005751
"3330",2,274,0.0547464783804696
"3331",3,76,0.3377380952385
"3332",3.5,698,0.173802769258414
"3333",3,50,0.145594135238531
"3334",3.5,558,0.168867662121368
"3335",4,336,0.198881838001338
"3336",5,3,0.44032828282825
"3338",4,196,0.182058816526334
"3341",3.5,286,0.238183755138542
"3342",3.5,132,0.25276304843924
"3343",4,9,0.256875
"3344",3.5,226,0.16399674137439
"3345",4,37,0.275989563586011
"3347",3.5,18,0.0779261148904428
"3348",3.5,52,0.24345761751808
"3349",4,26,0.262682290432367
"3351",3,22,-0.06539386209025
"3353",4,128,0.279332340026768
"3354",4,5,0.179252314557793
"3355",4.5,7,0.280361293781517
"3356",4,1039,0.263360115355811
"3357",3.5,6,0.284058264652
"3358",2.5,4,0.0458800304633585
"3359",4.5,48,0.239311213053067
"3360",3.5,34,0.191633242291343
"3361",2,3,-0.043876933349075
"3363",3.5,11,0.330189393939
"3364",3,19,0.0797015578484
"3365",3.5,155,0.200753384716222
"3366",1.5,11,-0.0621524139959
"3367",3,84,0.128408129766713
"3368",4,441,0.182965489541767
"3369",3.5,143,0.248615803636578
"3370",4,2,0.1112697510824
"3371",4.5,3,0.342920875421
"3372",3.5,37,0.114235697635614
"3373",2.5,7,0.07912433862438
"3374",3.5,358,0.258970774177912
"3376",4,58,0.284287749769625
"3377",2.5,27,0.0217663991378909
"3378",3,13,0.202409418313267
"3379",3,25,0.0856744743617923
"3380",4,95,0.267735369267987
"3381",3,8,0.17371879942866
"3383",3,57,0.216275223968327
"3384",4,42,0.256013795961163
"3385",3.5,15,0.164032473258622
"3386",3.5,28,0.15488095238095
"3387",4,10,0.0955001556940357
"3389",3,65,0.191487019465542
"3390",2.5,4,0.1691619674185
"3392",4,23,0.166149432471364
"3393",4,48,0.374835464432667
"3394",3.5,37,0.214694621100078
"3395",3.5,50,0.177855419055792
"3396",4,515,0.188927625714742
"3398",2.5,43,0.0977793748568416
"3399",4,201,0.245504635702934
"3400",4.5,6,0.231026510443975
"3401",3.5,228,0.1719164537124
"3402",2.5,45,0.0494270833334125
"3403",3,48,0.130092288183227
"3405",3,4,0.139523809524
"3406",4,64,0.18421744376485
"3407",3,25,0.11268935304893
"3408",4,142,0.343298959435609
"3409",3.5,12,0.2209058126617
"3410",3.5,58,0.213218505702053
"3411",3.5,184,0.195518357286072
"3413",3.5,5,0.0830402420709143
"3414",4.5,463,0.298710658343023
"3415",4,403,0.219369784109291
"3416",3.5,6,0.190398060933857
"3417",4,16,0.0421921921922
"3419",3,21,0.123103012159967
"3420",4.5,11,0.307613774706894
"3422",4,208,0.273910665580934
"3423",3.5,51,0.143558926553977
"3424",4.5,4,0.12048273208255
"3426",4,135,0.244335595054388
"3427",3.5,27,0.118421376345982
"3428",4.5,39,0.255376790182632
"3429",4,15,0.3035063732564
"3430",3.5,4,0.0486111111111
"3432",3.5,83,0.221582695211511
"3433",4,261,0.243169806212892
"3434",4,40,0.178389732474734
"3435",2,1,0.354761904762
"3436",2.5,30,0.07332177292385
"3437",3,149,0.156322248381018
"3438",4,20,0.3178549082496
"3439",2.5,33,0.0684658771374556
"3440",3.5,52,0.211113777241009
"3441",2.5,5,0.0469956355596
"3442",5,2,0.125918367347
"3443",3,61,0.190916141628912
"3444",3,41,0.124546645892294
"3445",4,214,0.195235337629483
"3446",2.5,20,0.0853388762912317
"3449",3.5,176,0.270520434513841
"3450",3,8,0.144288416009286
"3452",3.5,816,0.223481492434604
"3453",4,54,0.2983005756579
"3455",3.5,189,0.163797433592183
"3457",1.5,18,-0.153401132324711
"3459",3.5,4,0.310857142857
"3460",2,20,0.03042165149155
"3463",4,17,0.172772690981156
"3465",4,447,0.26171068624588
"3466",2,66,0.0515560052328296
"3467",2,1,-0.143055555555557
"3468",4.5,27,0.25601943348555
"3469",3,114,0.132573023148633
"3470",4.5,29,0.230516822404959
"3471",4,26,0.0800783629949555
"3472",3,17,0.14071564153447
"3473",3,78,0.145051523689398
"3475",4,1,0.243548250691
"3476",3,184,0.261853901586459
"3477",3.5,155,0.236911230876528
"3478",3.5,24,0.2334793737059
"3480",4,759,0.239537243206852
"3482",2.5,6,0.09723105645966
"3484",1,9,-0.068288739106725
"3485",2.5,209,0.103507363173785
"3486",3.5,71,0.220654650267795
"3487",3,15,0.253145883523254
"3490",4,22,0.388725490196
"3491",3.5,20,0.202946212657556
"3492",3,384,0.179488277209824
"3494",3,53,0.175299727169825
"3495",4,46,0.19773810100571
"3496",4.5,16,0.3775
"3497",4,268,0.256886733257185
"3498",3.5,1294,0.168163934970718
"3499",4,8,0.304288369616431
"3500",4.5,4,0.2660837301588
"3501",2.5,254,0.118912902886963
"3502",4,34,0.232190730363763
"3505",4.5,51,0.295634082069637
"3506",4.5,15,0.262566960617667
"3507",4,1,0.192395813250867
"3508",3,54,0.178001698629916
"3509",4.5,924,0.282139107768765
"3510",3,46,0.0620193609628946
"3512",4.5,282,0.202091634778842
"3513",2.5,15,0.00261885309671666
"3514",4,112,0.220095815183668
"3515",3.5,190,0.238953115125547
"3516",4,40,0.270912241476271
"3517",4,401,0.283641746929
"3518",4,48,0.222650162337669
"3519",3,8,0.161627723740975
"3520",1.5,12,-0.110379130006986
"3521",3.5,67,0.200238913097865
"3523",4,24,0.242151588719407
"3524",4,31,0.308494133307813
"3525",4,20,0.210636335243961
"3526",4.5,32,0.298349913461056
"3527",3.5,10,0.0638821224311385
"3528",4,1,0.1595960903026
"3529",4,43,0.239695532986741
"3532",2.5,14,0.0344632899696429
"3533",2.5,12,-0.0625
"3534",4,6,0.20073572918316
"3535",4.5,3,0.301590909091
"3537",3.5,78,0.153731019785309
"3538",3.5,44,0.168754719032307
"3540",4,87,0.26883133858071
"3541",4,133,0.25456055301316
"3542",4,27,0.274563686360148
"3543",3,2,0.167675811545238
"3545",3.5,2,0.12717467403624
"3546",4.5,9,0.4113824194325
"3547",4,30,0.183095538720558
"3549",4,5,0.0281661520857167
"3550",4,26,0.0850399531545
"3553",4,43,0.151893119843135
"3555",3.5,12,0.172455674040337
"3557",2.5,2,0
"3559",2.5,24,0.126538374819787
"3560",4,60,0.269836107958133
"3561",4,54,0.100502382526044
"3562",4,430,0.276314466493914
"3565",3.5,28,0.106972763686582
"3566",2.5,7,0.108552188552167
"3567",3.5,17,-0.0135827180756818
"3568",3,152,0.198589979704711
"3571",3,30,0.105365247331859
"3573",3,4,0.25958333333335
"3574",3.5,24,0.155917646559077
"3575",2.5,4,0.14134920634925
"3577",2.5,40,0.115328478468326
"3579",4,398,0.273628532679854
"3580",4,42,0.168862955535673
"3581",3.5,212,0.243862805153691
"3582",2.5,12,0.234377647172733
"3583",3.5,134,0.19689580264354
"3584",4,13,0.192774334567589
"3585",3,154,0.21588434501372
"3586",4.5,12,0.1675
"3587",4,581,0.255827702633019
"3588",4,126,0.279456134191935
"3589",4,13,0.319350519679111
"3591",3,281,0.148839673324608
"3592",3,74,0.158739745895101
"3593",5,5,0.35373645440575
"3594",3.5,15,0.0244252873563
"3596",3.5,522,0.226135662878489
"3597",4,2,0.2697649808179
"3598",4,38,0.219482600733
"3599",4,27,0.150148744251187
"3600",3.5,18,0.383084949772364
"3601",3.5,3,0.0858333333335
"3602",3,36,0.312059771825359
"3603",3.5,28,0.144618757978108
"3604",3.5,14,0.311514047177286
"3606",3.5,29,0.233606969228961
"3607",3.5,7,0.18503383838396
"3608",4,176,0.190953781031711
"3610",3,24,0.24738485222566
"3611",3.5,111,0.198111091479486
"3612",3,65,0.105671154581996
"3613",2.5,18,0.116363168724311
"3614",4,53,0.225273865108833
"3617",3,13,0.18736089937992
"3619",3.5,122,0.115340361575316
"3620",4.5,212,0.320321935169007
"3621",4,231,0.20034751522468
"3622",4,683,0.190494694226305
"3623",3,11,0.11949999999988
"3624",3.5,4,0.205787037037
"3626",3,41,0.0944470638057556
"3627",4,14,0.353647594752143
"3628",3,35,0.12437930931142
"3629",4,781,0.183051783198187
"3631",4,97,0.263835051363817
"3633",4,43,0.3420554368471
"3634",2,22,0.0149924872205818
"3635",4.5,5,0.2838950731808
"3636",3,69,0.151679822582062
"3637",3,19,0.10690173030315
